31.780; 35.220; 705300;
32.070; 34.770; 366900;
32.820; 34.990; 272000;
31.960; 34.800; 219800;
31.800; 34.640; 197500;
31.250; 34.800; 186300;
32.090; 34.880; 177600;
32.330; 34.860; 171300;
32.020; 34.760; 166600;
32.090; 34.850; 142000;
32.020; 34.750; 132300;
32.080; 34.800; 126900;
31.670; 34.560; 106800;
31.890; 34.800; 102600;
32.170; 34.840; 84100;
32.190; 34.910; 80600;
32.450; 34.920; 76100;
32.190; 34.880; 71300;
31.960; 34.900; 68000;
31.930; 34.860; 64300;
32.710; 35.300; 63600;
31.750; 34.980; 59300;
31.900; 35.010; 51000;
33.030; 35.100; 49700;
32.810; 35.120; 49400;
31.610; 34.760; 49100;
32.060; 34.800; 47200;
32.940; 35.080; 46000;
29.560; 34.950; 45100;
32.720; 35.330; 44700;
32.930; 35.300; 43400;
32.150; 34.890; 41600;
32.800; 35.530; 40800;
32.820; 35.060; 40300;
32.530; 35.160; 39700;
32.620; 35.290; 39500;
32.840; 35.060; 38600;
32.830; 35.080; 37500;
32.100; 34.940; 36800;
32.150; 34.840; 35800;
31.070; 35.030; 34600;
32.950; 35.160; 33400;
31.870; 34.740; 32400;
32.270; 34.990; 32100;
32.820; 35.170; 31700;
32.430; 35.050; 30000;
32.040; 34.850; 29900;
32.480; 34.980; 29500;
31.820; 35.350; 28100;
32.920; 35.270; 27800;
31.930; 34.800; 27300;
32.970; 35.510; 27300;
32.040; 34.890; 25400;
32.680; 35.240; 25200;
32.850; 35.200; 25200;
32.070; 34.850; 24600;
31.260; 35.220; 24500;
31.320; 34.610; 24300;
31.700; 35.120; 24000;
32.870; 35.290; 23800;
31.430; 34.600; 23700;
32.720; 35.080; 23500;
33.210; 35.570; 22500;
31.800; 35.150; 22000;
32.750; 35.060; 21500;
33.030; 35.310; 21400;
31.530; 34.580; 20500;
32.250; 34.960; 20400;
31.740; 34.740; 19600;
32.750; 34.990; 19100;
32.850; 35.330; 19100;
32.890; 35.410; 18700;
32.670; 35.130; 17900;
32.000; 34.960; 17300;
32.920; 35.150; 17300;
32.070; 34.850; 17100;
32.100; 35.170; 17100;
32.750; 35.350; 16900;
32.120; 34.980; 16700;
32.290; 34.980; 16400;
32.510; 35.510; 16400;
32.520; 34.910; 16200;
32.290; 34.910; 15700;
32.580; 34.950; 15600;
32.720; 35.300; 15500;
32.490; 35.100; 15100;
32.820; 35.250; 14400;
32.500; 35.050; 13700;
31.790; 34.710; 13600;
32.730; 35.130; 13600;
31.820; 34.780; 13300;
32.050; 34.870; 12000;
32.320; 34.930; 12000;
31.870; 35.170; 11100;
32.680; 35.320; 10900;
32.770; 35.370; 10900;
32.540; 34.910; 10600;
32.720; 35.350; 10400;
32.820; 35.180; 10400;
32.020; 34.800; 10100;
31.850; 34.820; 10000;
32.940; 35.330; 9800;
32.970; 35.380; 9800;
32.530; 43.950; 9700;
32.600; 34.950; 9700;
31.930; 34.830; 9100;
32.870; 35.220; 9100;
31.000; 34.910; 9000;
32.290; 34.880; 9000;
31.250; 35.070; 8900;
33.000; 35.550; 8500;
32.870; 35.360; 8400;
32.980; 35.180; 8400;
32.250; 34.930; 8200;
32.750; 35.100; 8200;
32.700; 35.400; 8100;
31.780; 34.750; 7900;
31.850; 34.830; 7900;
32.800; 35.370; 7500;
32.150; 34.950; 7400;
32.940; 35.410; 7400;
31.650; 35.130; 7200;
32.750; 35.230; 6800;
31.530; 35.100; 6700;
32.740; 35.330; 6600;
32.170; 35.080; 6500;
32.720; 35.250; 6400;
32.970; 35.300; 6300;
32.300; 34.920; 6100;
32.740; 35.150; 6100;
31.290; 34.850; 6000;
32.860; 35.260; 5700;
32.890; 35.240; 5700;
32.000; 34.830; 5500;
32.130; 34.980; 5500;
32.700; 35.180; 5500;
31.800; 35.100; 5400;
32.170; 35.000; 5400;
32.990; 35.280; 5400;
33.070; 35.100; 5400;
33.020; 35.350; 5100;
32.970; 35.600; 5000;
32.980; 35.340; 5000;
30.610; 34.800; 4800;
31.930; 35.220; 4800;
31.990; 34.850; 4600;
32.680; 34.930; 4600;
32.830; 35.400; 4200;
31.880; 35.230; 4000;
32.480; 34.880; 4000;
32.120; 35.020; 3800;
32.950; 35.340; 3500;
31.720; 35.100; 3400;
32.990; 35.100; 3400;
31.670; 35.120; 3200;
32.050; 34.880; 3200;
32.100; 35.030; 3200;
31.820; 35.100; 3000;
32.200; 35.150; 3000;
32.520; 35.290; 3000;
33.050; 35.310; 3000;
32.720; 35.440; 2900;
30.610; 35.190; 2800;
32.050; 34.830; 2800;
32.710; 35.500; 2800;
33.030; 35.260; 2700;
31.350; 34.270; 2600;
32.030; 35.050; 2600;
32.400; 34.920; 2600;
33.020; 35.440; 2600;
32.150; 35.130; 2500;
32.790; 35.330; 2500;
32.610; 35.330; 2400;
32.970; 35.530; 2400;
31.920; 35.230; 2300;
32.690; 35.420; 2300;
32.990; 35.150; 2300;
32.320; 34.900; 2200;
32.060; 34.910; 2100;
32.070; 35.270; 2100;
31.820; 35.330; 2000;
32.760; 35.100; 2000;
31.820; 35.130; 1900;
31.930; 35.150; 1900;
32.050; 35.280; 1900;
32.190; 34.820; 1800;
32.700; 35.230; 1800;
32.900; 35.370; 1800;
31.930; 35.120; 1700;
32.320; 34.880; 1700;
32.610; 35.390; 1600;
32.630; 35.350; 1600;
32.780; 35.310; 1600;
