52.260; 21.020; 1676600;
51.770; 19.460; 776400;
50.060; 19.960; 757800;
51.110; 17.030; 636800;
52.400; 16.900; 574100;
54.360; 18.640; 462000;
53.430; 14.530; 414200;
53.120; 18.010; 369500;
51.240; 22.570; 358400;
50.260; 19.020; 321100;
53.140; 23.160; 291300;
54.520; 18.530; 253800;
50.810; 19.130; 249200;
50.280; 19.120; 229200;
51.400; 21.160; 228100;
50.890; 20.650; 210000;
53.020; 18.610; 209700;
50.310; 18.670; 200700;
50.300; 18.780; 193200;
50.350; 18.910; 190700;
49.820; 19.050; 176900;
53.780; 20.490; 172300;
50.050; 22.000; 159000;
50.300; 18.880; 147800;
50.100; 18.550; 142400;
50.160; 19.000; 132000;
50.330; 19.180; 131100;
50.780; 16.280; 128500;
50.680; 17.940; 128300;
52.550; 19.700; 127900;
54.180; 19.400; 127800;
52.740; 15.230; 125000;
52.660; 19.060; 120700;
50.010; 20.990; 118900;
51.940; 15.490; 118300;
50.300; 19.030; 115000;
51.770; 18.100; 109100;
54.190; 16.180; 107900;
51.210; 16.160; 106400;
53.490; 18.750; 99800;
54.470; 17.020; 99300;
50.210; 19.270; 96500;
49.990; 18.590; 96200;
50.910; 15.730; 88100;
49.630; 20.700; 84600;
52.210; 18.250; 81700;
51.410; 19.700; 80400;
51.400; 16.200; 77900;
52.780; 18.250; 77800;
52.170; 22.280; 76700;
50.240; 19.140; 75400;
53.150; 16.740; 75300;
50.950; 21.390; 74600;
50.330; 19.050; 73500;
51.660; 17.800; 73200;
51.670; 19.350; 71500;
53.340; 15.020; 71200;
52.530; 17.610; 70200;
51.670; 16.080; 69300;
54.110; 22.940; 69000;
51.140; 23.490; 68300;
49.790; 22.780; 67300;
51.540; 20.030; 67300;
50.570; 22.050; 66800;
50.730; 23.260; 66500;
50.340; 18.210; 66100;
53.180; 22.070; 63800;
51.850; 16.570; 63600;
50.070; 18.690; 63200;
51.370; 19.360; 62900;
50.460; 18.860; 61500;
50.290; 21.430; 61200;
50.850; 16.490; 60700;
50.400; 18.960; 60200;
54.100; 18.780; 60100;
50.090; 18.220; 58800;
50.340; 19.130; 58600;
51.870; 19.410; 58100;
52.040; 23.110; 57800;
50.290; 18.940; 55900;
53.830; 22.360; 55500;
52.220; 20.820; 54700;
51.060; 21.070; 54000;
53.090; 21.570; 54000;
50.490; 19.420; 53500;
52.410; 20.920; 50700;
50.590; 21.680; 50300;
51.430; 21.980; 50100;
51.120; 20.880; 49800;
50.040; 18.400; 49600;
51.070; 19.440; 49400;
51.960; 20.140; 48800;
53.970; 18.520; 48600;
52.240; 19.360; 48400;
49.700; 21.760; 47900;
50.480; 17.340; 47900;
50.060; 21.420; 47400;
52.880; 20.620; 46500;
51.610; 18.940; 44700;
54.190; 15.570; 44600;
51.600; 18.740; 44500;
54.600; 18.230; 44500;
54.590; 18.370; 44400;
52.110; 21.280; 42700;
50.040; 19.260; 41600;
52.060; 20.450; 41400;
53.910; 14.250; 41300;
51.260; 15.560; 41000;
54.440; 18.560; 40900;
51.810; 15.710; 40700;
50.140; 19.400; 40400;
50.020; 22.680; 40100;
51.220; 22.790; 40100;
50.220; 18.670; 40000;
49.570; 22.210; 39800;
53.700; 17.570; 39500;
51.650; 15.130; 39000;
53.710; 16.690; 38800;
54.040; 19.040; 38600;
50.850; 17.470; 38500;
50.230; 18.970; 38300;
52.230; 20.230; 38300;
50.280; 19.550; 38000;
49.740; 21.470; 37800;
53.740; 18.930; 37600;
51.210; 17.380; 37100;
52.180; 21.560; 36700;
52.340; 21.230; 36600;
50.930; 22.220; 36200;
49.750; 18.630; 36000;
54.550; 17.750; 35200;
50.730; 16.650; 35100;
49.910; 19.020; 34800;
52.070; 21.020; 34800;
50.320; 19.130; 34500;
53.550; 14.560; 34400;
53.710; 19.960; 33600;
49.490; 20.030; 33500;
51.150; 15.010; 33500;
50.580; 19.320; 33200;
53.590; 19.560; 32500;
49.870; 19.180; 31900;
50.690; 16.610; 31300;
50.940; 17.300; 31100;
51.940; 22.390; 30600;
52.110; 19.930; 30500;
52.090; 17.010; 30400;
54.040; 21.760; 29900;
52.020; 18.480; 29700;
53.840; 23.000; 29700;
53.120; 20.360; 29400;
49.980; 20.430; 29300;
51.700; 17.430; 29300;
49.670; 21.160; 28800;
50.170; 18.680; 28800;
50.440; 16.660; 28800;
52.410; 17.070; 28800;
52.320; 17.580; 28700;
54.080; 21.370; 28400;
49.290; 19.960; 27900;
52.430; 20.710; 27500;
53.260; 19.400; 27300;
52.780; 23.290; 26900;
50.540; 22.730; 26700;
52.600; 21.450; 26600;
51.620; 15.300; 26500;
52.110; 20.620; 26300;
50.980; 18.210; 26200;
53.270; 16.470; 26200;
53.560; 20.990; 26200;
53.400; 18.440; 25900;
51.980; 17.500; 25800;
52.340; 16.870; 25700;
54.250; 20.810; 25700;
49.980; 18.950; 25500;
50.690; 21.740; 25300;
50.590; 16.500; 24900;
